G078,EXPERIENCE_ILLNESS,Ich bin krank.,طفلی مریض ,أشعر بوعكة صحية,,tifli maríd,,I’m ill / I’m sick,Je suis malade,Bolan sem (m)  Bolna sem (f) ,Ik ben ziek.,ሓሚመ ኣለኹ,Hemime Alekhu,,,,,"میں بیمار ہوں۔
",Mein beemar hoon,আমি অসুস্থ / আমার শরীর খারাপ,ami osustho / amar shorir kharap,مریضم,marizam,مریض شدم,mariz shodam,زه ناجوړ يم ,za najorr yam ,Jam sëmurë,Bolestan sam (m) / Bolesna sam (f),Jestem chory.(m) / Jestem chora (f),Болен сум (Bolen sum (m)) / Болна сум (Bolna sum (f)),,Я болен / больна,,"S: Je mi zle.
C: Jsem nemocný.
/ Je mi špatně.",,ناساغم,"Bolen sam /болен съм,болна съм",Ez nexweş im,"S: Jag är sjuk
N: Jeg er syk
D: Jeg er syg",,,Olen sairas.,,Mi sento male,Hastayım,Estoy enfermo / enferma,Beteg vagyok,Estou doente,Íme árostos [m]/ íme árosti [f],Eίμαι άρρωστος (m) / Είμαι άρρωστη (f),Sunt bolnav.,,yes hivant em ,Aš sergu,May sakit ako,,,
G079,CHILD_ILL,(mein Kind) ist krank, حاسس حالي تعبان ,طفلی مریض,,Qalbi yata'lam,,(My child) is sick,Mon enfant est malade,(moj otrok) je bolan,(Mijn kind) is ziek.,ውላደይ ሓሚሙ አሎ,wuladey hamimu alo,,,,,  میرا بچہ بیمار ہے,mera bacha beemar hai,আমার বাচ্চাটার অসুখ,amar bachchatar oshukh,بچّه ام مریضه,bacham marizeh,بچه ام مریض شد.,bachem mariz shod.,"(زما بچه) ناجوړ دی 
",zma bacha najorr dai,Fëmija im është sëmurë,Moje dijete je bolesno. (Moje dete je bolesno.),Moje dziecko jest chore.,Моето дете е болно (Moeto dete e bolno),,Мой ребенок болен,,"S: Moje dieťa niečo bolí
C: Moje dítě něco bolí.",,منداله که م نه خوشه,moeto dete e bolno / моето дете е болно,(Zarokê min) nexweş e,"S: Mitt barn är sjukt
N: Mitt barn er sykt
D: Mit barn er sygt",,,(Lapseni) on sairas.,,[mio figlio/mia figlia] si sente male,Çocuğum hasta,Mi hijo está enfermo / Mi hija está enferma,A gyerekem beteg,O meu filho/a minha filha está doente,To pedí mu íne árosto,(το παιδί μου) είναι άρρωστο,Copilul meu este bolnav.,,,(Mano vaikas) serga,May sakit ang anak ko,,,
G080,PREGNANT,Ich bin schwanger,انا حامل,انا حامل,, Ana hámil,,I am pregnant,Je suis enceinte,Noseča sem,Ik ben zwanger.,አነ ነፍሰ፡ጾር እየ,ane nefse-tsor eye,,,,,میں حاملہ ہوں,Mei haamela hoo.,আমি গর্ভবতী,ami gorbhoboti,من حامله ام.,Man Hamele am.,من حامله دار استم.,Ma haamela daar astam.,زه بلربه یم/حمل لرم      ,za blarba yam / hamal laram,Jam shtatzënë,Trudna sam.,Jestem w ciąży,Бремена сум. (Bremena sum),,Я беременна,,"S: Som tehotná. 
C: Jsem těhotná.",,من حامیله م ,bremenna sum / бременна съм,Ez ducanî me,"S: Jag är gravid N: Jeg er gravid
D: Jeg er gravid",,,Olen raskaana.,,Sono incinta,hamileyim,Estoy embarazada,Terhes vagyok,Estou grávida,Íme éngios,Είμαι έγκυος,Sunt gravidă.,,,Aš nėščia,Buntis ako,,,
G081,SUFFER_ICD10_T78.4,Ich habe eine allergische Reaktion,عندي   حساسية,عندي حساسية,,Ahis bi dowar   / Daych,,I am having an allergic reaction,je fais une allergie / j'ai une réaction allergique,Imam alergično reakcijo,Ik heb een allergische reactie.,ነድሪ (አለርጂ)ጌሩለይ,Nedri (allergy) geruley,,,,,مجھے اس کی وجہ سے الرجی ہو رہی ہے,Mujhay iss ki wajah say allerji ho rahi hai,আমার এলার্জি আছে/হয়েছে ,,,,,,,,Kam reaksion alergjik,Imam alergijsku reakciju.,Mam reakcję alergiczną,Имам алергична реакција. (Imam alergichna reakcija),,У меня аллергическая реакция,,mám alergickou reakci,,,imam alergichna reaktsiya / имам алергична реакция,Alerjiya min heye.,"
N: Jeg har en allergisk reaksjon
D: Jeg har en allergisk reaktion",,,Minulla on allerginen reaktio.,,Ho una reazione allergica.,Alerjik tepki gösteriyorum,Estoy teniendo una reacción alérgica,Allergiás vagyok.,Estou a ter uma reação alérgica,Ého mia allergikí antídrasi,Έχω μία αλλεργική αντίδραση.,Am o reacție alergică,,,Man alerginė reakcija,May allergy ako,,,
G082,SUFFER_ICD10_H81,Mir ist schwindelig.,ادايخ,احس بدوار في رأسي,,Indi hasasya,,I feel dizzy.,j'ai la tête qui tourne,Vrti se mi.,Ik ben duizelig.,ኣንጸራሪዩኒ,Antserariuni,,,,,مجہے چکر آ  رہے ہیں,"Mujhey chakkar aa rahay hain
",আমার মাথা ঘুরছে,amar matha ghurchhe,سرم گیج میره,saram gij mire,من  سر چرخا هستم,Man zar charkha hastam. ,,,Më merren mendt.,Vrti mi se u glavi. / Hvata me nesvestica.,Mam zawroty głowy.,Ми се врти (Mi se vrti),,у меня кружится голова,,"S: Mám závrat.
C: Mám závrať.",,,Вие ми се свят (Vie mi se svyat),Ez gêj im,S: Jag känner mig svimfärdig N: Jeg er svimmel,,,Minua huimaa.,,Mi gira la testa/Ho i capogiri,Başım dönüyor,Estoy mareada,Szédülök,Estou tonto/a,Zalízome,Ζαλίζομαι,Ma simt amețită.,,,Man svaigsta galva,Inaantok ako,,,
G083,SUFFER_ICD10_E10,Ich leide an Diabetes,عندي سكري,عندي مرض السكر,,indi mard sukari,,I am diabetic,je suis diabétique / j'ai le diabète,Diabetik sem.,Ik heb diabetes.,ሕማም ሽኮር አለኒ,Himam shikor aleni,,,,,میں ذیابیطس ہوں,Mein ziabetis hoon,আমি ডায়বেটিস-এর রোগী / আমার ডায়বেটিস আছে ,,,,,,,,Jam diabetik,Ja sam dijabetičar (dijabetičarka).,Mam cukrzycę,Имам дијабетес (Imam dijabetes),,У меня диабет,,mám cukrovku,,,Imam diabet / имам диабет,Şekirê min heye,S: Jag har diabetes N: Jeg har diabetes,,,Minulla on diabetes.,,Ho il diabete.,Şeker hastasıyım.,Soy diabético/diabética,Cukorbeteg vagyok.,Tenho diabetes,Eho diaviti,Έχω διαβήτη,Am diabet,,,Aš diabetikas,May diabetes ako,,,
G084,NEED_INSULIN,Ich brauche Insulin,لازمني إنسولين,انا بحاحة ماسة إلى إنسولين,,ana behaje masse ela ansulin,,I need insulin,J'ai besoin d'insuline,Potrebujem insulin.,Ik heb insuline nodig. ,ኢንሱሊን የድልየኒ አሎ,Insulin yedliyeni alo,,,,,مجھے انسولین چاھیے,Mujhay insulin chaheeyeh,আমার ইন্সুলিন লাগবে/প্রয়োজন ,,,,,,,,Kam nevojë për insulinë,Potreban mi je inzulin (insulin).,Potrzebuję insuliny,Ми е потребен инсулин. (Mi e potreben insulin).,,Мне необходим инсулин,,potřebuji inzulin,,,Tryabva mi insulin / трябва ми инсулин,Insulin ji bo min hewce ye.,S: Jag behöver insulin N: Jeg trenger insulin,,,Tarvitsen insuliinia.,,Ho bisogno dell'insulina.,İnsüline ihtiyacım var.,Necesito insulina,Inzulinra lenne szükségem.,Preciso de insulina,Hriazome insulíni,Χρειάζομαι ινσουλίνη,Am nevoie de insulină,,,Man reikia insulino,Kailangan ko ng insulin,,,
G085,SUFFERED_RAPE,Ich wurde vergewaltigt.,لقد تم اغتصابي    / اغتصبوني,لقد اغتـُصبت,,Lakad tamma Ightissabi  / Eghtassabouni,,I was raped.,J'ai été violé(e).,Posilili so me.,Ik ben verkracht.,ተዓሚጸ ነይረ,Te'Amitse nere,,,,,میری عزت لوتی گئی,"Meri izzat looti gayee
",আমাকে ধর্ষণ করা হয়েছে,amake dhorshon kora hoyechhe,به من تجاوز جنسی شده است,Be man tajavoze jenzy shode ast. ,من تجاوز شدم.,Ma tajaawoz shodam.,,,Më kanë përdhunuar.,Silovana sam.,Zostałam/ zostałem zgwałcony.,Ме силуваа (Me siluvaa),,меня изнасиловали,,"S: Znásilnili ma.
C: Znásilnili mě.",,,iznasilikha me / изнасилиха ме,Tecawizî min kirin,S: Jag har blivit våldtagen N: Jeg har blitt voldtatt,,,Minut on raiskattu.,,Ho subito uno stupro / Sono stato stuprato / Sono stata stuprata,Tecavüze uğradım,Fui violada / Me han violado ,Megerőszakoltak,Fui violada,Me ékhun viási,Με έχουν βιάσει,Am fost violată.,,,Mane išprievartavo,Ginahasa ako / Pinagsamantalahan ako (softer way of saying it),,,
G086,SUFFER_ICD10_R10,Ich habe Bauchschmerzen., بطنی بيجعني,عندی الم فی بطنی,,indi alam fi batni,,I have a stomach ache.,j'ai mal au ventre,Boli me trebuh,"Ik heb buikpijn.
",ቅርጰት ከብዲ ጌሩለይ ,Kirtset kebdi geruley,,,,,میرے پیٹ میں درد ہے۔,Mere peyt mei dard hai.,আমার পেট ব্যথা করছে,amar pet betha korchhe,دل درد دارم,deldard daaram,معده ام درد می کند.,Medam dard mekona.,خېټه مې خوږېږي    ,khetta me khugegi,Kam dhimbje stomaku,Boli me trbuh (stomak).,Boli mnie brzuch.,Ме боли стомакот (Me boli stomakot),,У меня болит живот,,"S: Bolí ma brucho
C: Bolí mě břicho",,سکم دیشیت,Boli me korema / боли ме корема,Zikê min diêşe,"S: Jag har ont i magen
N: Jeg har vondt i magen
D: Jeg har ondt i maven",,,Minulla on vatsakipuja.,,Ho mal di stomaco/Mi fa male lo stomaco,"Midem ağrıyor /

Karnım ağrıyor",Me duele el estómago,Fáj a hasam,Dói-me a barriga,Ponái i kiliá mu,Πονάει η κοιλιά μου,Mă doare stomacul.,,,Man skauda pilvą,Masakit ang tiyan ko,,,
G087,SUFFER_ICD10_R50,Ich habe Fieber,حامي,عندی حرارة,,Himma,,I have a fever / a temperature,j'ai de la fièvre,Imam vročino,Ik heb koorts.,ረስኒ ኣለኒ,resni aloni,,,,,مجھے بخار ہے۔,Mujhey bukhaar hai,আমার জ্বর,amar jor,تب دارم.,Tab daram.,تب دارم.,Tab daram.,زما تبه ده   , zma taba da,Kam ethe/temperaturë,Imam temperaturu.,Mam goraczkę / temperaturę.,Имам температура (Imam temperatura),,у меня температура,,"S: Mám horúčku / Mám teplotu
C: Mám horečku /
Mám teplotu",,من تام هه یه,Imam temperatura / имам температура,Germ/ Germa laşê min heye,"S: Jag har feber N: Jeg har feber
D: Jeg har feber",,,Minulla on kuumetta.,,Ho la febbre,ateş / ateşi(m) var,Tengo fiebre,Lázas vagyok,Tenho febre,Ého piretó,Έχω πυρετό,Am febră.,,,Aš karščiuoju / aš turiu temperatūros,May lagnat ako,,,
,FEVER,(das) Fieber,حم,حرارة,,Houmma,,fever,fièvre,Vročina,koorts,ረስኒ,resni,,,,,بخار,Bukhar,জ্বর,Jor,تب ,tab,تب ,taw,تبه,,Ethe/temperaturë,visoka temperatura (groznica),gorączka,Треска (Treska),,температура,,"S: horúčka
C: horečka",,تا,visoka temperatura / висока температура,Germî,S: Feber N: Feber D: Feber,,,kuume,,Febbre,Ateş,Fiebre,láz,Febre,piretós,πυρετός,temperatură,տենդ / դողէրոցք,,Karščiavimas,temperatura,,,
,FEVERISH,fiebrig,محموم ,حرارتي مرتفعة,,Mahmum,,feverish,fiévreux (fiévreuse),vročičen,koortsig,ርሱን,Risun,,,,,بخاری طبیعت,Bukhari tabyet ,জ্বর জ্বর,jor jor,تب آلود,Tab aaloud.,تب آلود,Tab aaloud.,تبه غوندې    ,taba-ghwunde,Me ethe/temperaturë,"grozničav(a), koji ima groznicu",gorączkujący / mam gorączkę,Температура (Temperatura),,температура / озноб,,"S: Mám horúčku
C: horečnatý",,تا دارم,s temperatura / с температура,bêhalî,"S: Febrig N: Febrilsk
D: Feber",,,kuumeinen,,Febbricitante,kırgınlık,Afiebrado (a),lázas,Febril,Μe piretó,Με πυρετό,Febril,,,Karščiuojantis,Linalagnat,,,
G088,SUFFER_ICD10_R51,Ich habe Kopfschmerzen.,عندی صداع ,اعاني من صداع في الرأس,,indi suda / Ou'ani min soudaa fi alrass,,I have a headache,J'ai mal à la tête,Glava me boli.,Ik heb hoofdpijn.,ርእሰይ ሓሚመ,Riesey hamime,,,,,میرے سر میں درد ہے۔,Mere sar mei dard hai.,আমার মাথা ধরেছে / আমার মাথা ব্যথা করছে,amar matha dhorechhe,سردرد دارم,sardard daaram,سرم درد می کند.,Saram dard mekona.,سر مې خوږيږي   , sar me khugegi,Kam dhimbje koke,Imam glavobolju. (Boli me glava.),Boli mnie głowa.,Ме боли главата (Me boli glavata),,У меня болит голова,,"S: Bolí ma hlava
C: Bolí mě hlava",,سه رهیشه م  هه یه,Boli me glavata / боли ме главата,Serê min diêşe,"S: Jag har ont i huvudet
N: Jeg har vondt i hodet
D: Jeg har hovedpine",,,Minulla on päänsärkyä.,,Ho mal di testa/Mi fa male la testa,Başım ağrıyor,Me duele la cabeza,Fáj a fejem,Dói-me a cabeça,ého ponokéfalo,Έχω πονοκέφαλο,Mă doare capul,,,Man skauda galvą,Masakit ang ulo ko,,,
,HEADACHE,(die) Kopfschmerzen,صداع ,صداع,,soudaa,,headache,mal à la tête,glavobol,hoofdpijn,መሪዘን ፨ ሕማም ርኢሲ,Merizen / Hmam Riisi,,,,,سر در,Sardard,মাথা ব্যথা,matha betha, سر درد ,Sar dard., سر درد ,Sar dard.,سرخوږ    ,sar-khug,dhimbje koke,Glavobolja,ból głowy,Главоболка (Glavobolka),,головная боль,,"S: bolesť hlavy
C: bolest hlavy",,سه رهیشه,glavobolie / главоболие,Serêşî,S: Huvuvdvärk N: Hodepine,,,päänsärky,,Mal di testa,Başağrısı,Dolor de cabeza / Migraña / Jaqueca,fejfájás,Dor de cabeça / enxaqueca,ponokéfalos,πονοκέφαλος,Durere de cap,,,Galvos skausmas,Sakit ng ulo,,,
,SUFFER_ICD10_R7.0,Ich habe Halsschmerzen.,عندي التهاب الحلق,اعاني من التهاب في الحلق,,iltihab halek,,I have a sore throat.,j'ai mal à la gorge,Grlo me boli.,Ik heb keelpijn.,ሓናት ሓሚመ,Hanat hamime,,,,,میرا گلہ خراب ہے,Mera gala kharab hai,আমার গলা ব্যথা করছে,amar gola betha korchhe, گلو درد دارم ,Galou dard daram., گلون ام درد می کند. ,Glunam dard mekona.,زما ستونی خوږیږي    , zma stune khugegi,Kam dhimbje gryke,Boli me grlo.,Boli mnie gardło,Ме боли грлото (Me boli grloto),,у меня болит горло,,"S: Bolí ma v krku
C: Bolí mě v krku",,قورگم  دهیشئ,Boli me gurlo / Боли ме гърло,Qirika min,S: Jag har ont i halsen N: Jeg har vondt i halsen D: Jeg har ondt i halsen,,,Minulla on kurkkukipua.,,Mi fa male la gola,Boğazım ağrıyor,Me duele la garganta,Fáj a torkom,Tenho dor de garganta,me ponái o lemós mu,Με πονάει ο λαιμός μου,Mă doare gâtul,,,Man skauda gerklę,Masakit ang lalamunan ko,,,
,SORE_THROAT,(die) Halsschmerzen, الم في الحلق,التهاب في الحلق,,A'ndi alam fi alhalek,,sore throat,mal à la gorge,boleče grlo,keelpijn,ሓናት,Hanat ,,,,,گلہ خراب ,Gala kharab ,গলা ব্যথা,gola betha, گلو درد ,Galou dard., گلون درد ,Glun dard,د ستوني درد   ,da stune dard,dhimbje gryke,Grlobolja,ból gardła,Воспалено грло (Vospaleno grlo),,болит горло,,"S: bolesť krku
C: bolest krku",,قورگ هیشه,Vuzpalenie na gurloto / Възпаление на гърлото,Êşa qirikê,S: Ont i halsen N: Vondt i halsen D: Ondt i halsen,,,kurkkukipu,,Mal di gola,Boğaz ağrısı,Dolor de garganta,torokfájás,Dor de garganta,ponólemos,πονόλαιμος,Durere de gât,,,Gerklės skausmas,Sakit ng lalamunan,,,
,COUGH,(der) Husten, قحة/سعال,السعال,,sou'al   / Kahha,,cough,toux,kašelj,hoesten,ሰዓል,Se´al,,,qufacid,,کھانسی ,Khaansi,কাশি ,kashi, سرفه ,sorfeh,سرفه,sorfa,ټوخی   ,ttukhai,Kollë,Kašalj,kaszel,Кашлица (Kashlica),,кашель,,"S: kašeľ
C: kašel",,كؤخه,Kashlitsa / кашлица,Kuxik,S: Hosta N: Hoste D: Hoster,,,yskä,,Tosse,Öksürük,Tos,köhögés,Tosse,víκhas,βήχας,tuse,հազ,,Kosulys,Ubo,,,
G089,SUFFER_ICD10_R05,Ich habe Husten.,عندي سعال/قحة,عندي سعال,,ladaya sou'al,,I have a cough.,Je tousse,Kašljam.,Ik moet hoesten.,ሰዓል ኣለኒ,Se'al aloni,,,,,مجھے کھانسی ہے۔,Mujhey khaansi hai,আমার কাশি  হয়েছে ,amar kashi hoyechhe,سرفه میکنم ,sorfeh mikonam,سرفه می کنم ,Sorfa mekonam.,زه ټوخیږم   ,za ttukhegam,Kam kollë,Kašljem,Kaszlę,Кашлам (Kashlam),,у меня кашель,,"S: Kašlem. 
C: Mám kašel",,كؤخه م هه يه,Imam kashlitsa / имам кашлица,Kuxika min heye,S: Jag har hosta N: Jeg har en hoste D: Jeg hoster,,,Minulla on yskä.,,Ho la tosse.,Öksürüğüm var,Tengo tos,Köhögök,Tenho tosse.,ého víkha,Έχω βήχα / Βήχω,Tușesc,,,Aš kosėju,May ubo ako/Inuubo ako,,,
G091,CHILD_SUFFER_ICD10_R7.0,Mein Kind hat Halsschmerzen/Husten.,طفلي حلقه ملتهب,طفلي عنده سعال / حلقه ملتهب,,tefli indouhou sou'al ,,My child has a sore throat/ cough,Mon enfant tousse / a mal à la gorge,Moj otrok ima boleče grlo / kašlja,Mijn kind moet hoesten.,ውሉደይ ሓናት ሰዓል ሓሚሙ,wludey hanat seal hamimu,,,,,ميرے بچے کا گلہ خراب / کھانسی ھے,Mere bache ka gala kharab / khansi hai,আমার বাচ্চার কাশি হয়েছে,amar bachchare kashi hoyechhe, بچه من سرفه میکنه - گلو درد داره,bacheye man sorfeh mikoneh/ galoo dard dare,بجه ام سرفه می کند / گلون اش درد می کند.,Bachem sorfa mekona / glunesh dard mekona.,زما بچی/بچۍ ټوخیږي,,Fëmijës sime i dhemb gryka,Moje dijete (dete) kašlje.,Moje dziecko boli gardło / kaszle,Моето дете го боли грло (Moeto dete go boli grlo),,у моего ребёнка кашель/болит горло,,"S: Moje dieťa bolí v krku. 
C: Mé dítě bolí v krku.",,"منداله كه م كؤخه
 و قورگ هیشه ی هه يه",Deteto mi ima vuzpalenie na gurloto / kashlitsa // Детето ми има възпаление на гърлото / кашлица,Qirika zaroka min diêşe/  Zaroka min dikuxê,S: Mitt barn har hosta N: Mitt barn har en hoste D: Mit barn hoster,,,Lapsellani on kurkkukipua / yskä.,,l mio bambino ha mal di gola/la tosse ,Çocuğumun boğazı ağrıyor/Çocuğumun öksürüğü var,Mi hijo/hija tiene tos,A gyerekem köhög.,O meu filho/a minha filha tem tosse.,To pedí mu éhi ponólemo / víha,Το παιδί μου έχει πονόλαιμο / βήχα,Copilul meu tușește/Pe copilul meu îl doare gâtul,,,Mano vaikui skauda gerklę / Mano vaikas kosėja,Masakit ang lalamunan ng anak ko,,,
,CHILD_SUFFER_ICD10_R05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ich bin mit TBC infiziert,رشح /زكام,عندي مرض السل,,zukam,,,,,,ሕማም ዓባይ ሰዓል ኣሎኒ,Himam Abay Seal Aloni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G092,FLU,(die) Erkältung,رشح /زكام,رشح /زكام,,Rashih/Zukam,,cold,un rhume,prehlad,Verkouden; (de) verkoudheid,ዛሕሊ,Zah´ili,,,duray,,زکام,Zukaam,ঠান্ডা লাগা ,thanda laga,سرما خوردگی   ,sarma khordegi,ریزش,rezesh,ریزش/زکام,,ftohtë,Prehlada,przeziebienie,Настинка (Nastinka),,простуда,,"S, C: zima",,سه رما,Nastinka / Настинка,Bapêş,S: Förkylning N: Forkjølelse D: Forkølelse,,,vilustunut,,Raffreddore,Nezle,Resfrío / Resfriado,megfázás,Constipação / Resfriado,kriológima,κρυολόγημα,Răceala,ցուրտ,ts’urt,Peršalimas,Sipon,,,
G093,DIARRHEA,(der) Durchfall,أسهال,إسهال,,alisshal,,diarrhea,(la) diarrhée,driska,diarree,ውፃኣት ፨ ተቐማጥ,Wtsa´at / Teqhmat,,,,,دست ,Dast ,ডায়রিয়া/আমাশা  ,dayriya/amasha, اسهال ,eshaal, اسهال ,eshaal,نس ناستی/اسهال,,diarre,"Proljev (proliv, dijareja)",rozwolnienie,Пролив (Proliv),,понос,,"S: hnačka
C: diarea / průjem",,سکچوون,Razstrojstwo / Разстройство,Hinavêşî,S: Diarré N: Diaré D: Diarre,,,ripuli,,Diarrea,İshal,Diarrea,hasmenés,Diarreia,diária,διάρροια,diaree,լուծ,luts,Viduriavimas,Pagtatae,,,
G094,ICD10_K59.0,(die) Verstopfung,امساك,إمساك,,al'imssak,,constipation,(la) constipation,zaprtje,verstopping,ድርኸት,dirket,,,,,قبض,Qabz,কষা ,kosha,یبوست ,yooboosat,قبض,qabz,قبضیت,,kaps,Zatvor,zaparcie,Запек (Zapek),,запор,,"S: zápcha
C: zácpa",,قه بزی,Zapek / запек,qebzitî,S: Förstoppning N: Forstoppelse D: Forstoppelse,,,ummetus,,Stitichezza,Kabızlık,Estreñimiento / Constipación,székrekedés,Prisão de ventre,diskiliótita,δυσκοιλιότητα,constipație,փորկապ,p’vorkaput’yun,Vidurių užkietėjimas,Hirap sa pagtatae,,,
G095,ICD10_B73.3,(der) Scheidenpilz,التهاب مهبلي,التهاب فطري مهبلي,,Iltihab Fetri mihbali,,vaginal yeast infection (thrush),la mycose vaginale (candidose) / infection vaginale,vaginalno glivično vnetje,vaginale schimmel,,,,,,, خمیر انفکشن, khamir infection,ভ্যাজাইনাল ঈস্ট ইনফেকশন,vaginal yeast infection (thrush),"عفونت قارچی واژن

",ofoonate gharchie vaajan,,,,,infeksion vaginal/myk,Vaginalna (gljivična) infekcija,grzybica pochwy (waginy),Вагинална инфекција (Vaginalna infekcija),,вагинальная инфекция,,"S: vaginálna mykóza
C: vaginální mykóza",,"ئيلتيهابى زنانه, بورى ميزلدان",Vaginalni gubichki / Вагинални гъбички,Bîrova vajîna,S: Vaginal svamp N: Vaginal sopp D: Skedesvamp,,,hiivatulehdus,,Micosi vaginale / Candidosi,Vajinada mantar enfeksiyonu,Candidiasis / Hongo vaginal ,hüvelyi gombafertőzés,Infeção vaginal / Candidíase vaginal,Kolpikí mykitíasi/kantintíasi,Κολπική μυκητίαση/καντιντίαση,infecție vaginală,,,Pienligė,Impeksyon sa ari ,,,
G096,ICD10_B53.3,(der) Fußpilz,فطر في القدم,إصابة فطرية في القدم,,Qadam al riyadi ,,athlete's foot," le pied d'athlète, mycose des pieds",Glivice na nogah,voetschimmel,,,,,,,کھلاڑی کے پاؤں کا انفکشن,"""khilari ke paon"" ka infection.",পায়ের ফাঙ্গাল ইনফেকশন ,Payer fungal infection, قارچ پا,ghaarche pa,,,,,Inflamacion mykor,Atletsko stopalo,grzybica stóp/stopy,Атлетско стопало (Atletsko stopalo),,"Дерматофития, трихофития",,"S: pleseň na nohách
C: plíseň nohou",,,Gubichki na krakata / гъбички на краката,Bîrova pî,S: Fotsvamp N: Fotsvamp D: Fodsvamp,,,jalkasieni,,Micosi del piede,Ayak mantarı,Pie de atleta / Hongos en los pies,lábgombásodás,Pé de atleta,míkites,μύκητες,"micoza piciorului
",մարզուհին ոտքով,marzuhin votk’ov,Pilnapadystė,alipunga,,,
G097,ICD10_B85,(die) Läuse / (die) Kopfläuse,قمل الرأس,قمل في الرأس,,Qamel elrass,,head lice,poux (de tête),Uši,hoofdluis,ቁማል ናይ ርእሲ,qumal nay riesi,,,,,سر کی جویں,Sar kee jooein,ঊকুন,ukun, شپش,shepesh,,,سپږي,,Morra koke,uši / vaške,wszy / wszawica,Вошки (Voshki),,вши на голове,,"S: vši
C: vši",,,Vushki / Въшки,Sipîyê serî,S: Löss N: Lus D: Lus,,,päätäi,,Pidocchi dei capelli,Baş biti,Piojos,fejtetű,Piolhos,psires sto kefáli,ψείρες στο κεφάλι,păduchii,,,Utelės galvoje,Kuto,,,
,ICD10_B85.1,(die) Läuse (Körper),قمل الجسم,قمل على الجسم,,Qamel eljessim,,body lice,poux (de corps),Uši,luizen,ቁማል,qumal,,,,,جسم کی جویں,Jism kee jooein,শরীরের উকুন (পরজীবী),shorirer ukun, شپش بدن,Shepeshe badan,,,سپږي,,Morra trupi,uši / vaške,wszy (na ciele),Вошки (Voshki),,вши на теле,,"S: blchy
C: blechy",,,Vushki / Въшки,Sipîyê laş,S: Flatlöss N: Flatlus D: Fladlus,,,kehon täi,,Pidocchi del corpo,Vücut biti,Ladillas,ruhatetű,Piolho-da-púbis / Chatos,psíres sto sóma,ψείρες/ ψείρες στο σώμα,păduchi de corp,,,Utelės ant kūno,Lisa,,,
,FLEAS,(die) Flöhe,براغيث,براغيث,,Barageth,,Fleas,Puces,bolhe,vlooien,ቍንጪ,qunchi,,,,,جویں,Jooein,উকুন (পরজীবী পোকা),ukun (porojibi poka),,,کیک ,kaik,,,pleshta,buhe / buve,pchły,болви,,блохи,,blechy,,,Bulhi / бълхи,kêç,S: loppor D + N: Lopper,,,kirput,,pulci,pire,pulgas,bolhák,pulgas,Psílli,Ψύλλοι,purici,լու,lu,Blusos,pulgas,,,
G098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G099,,Lebensmittel,طعام,طعام,,Taa'm,,Food,Nourriture,Hrana,Eten,ምግቢ,megbi,,,cunto,,کھانا,Khaana,খাবারদাবার ,khabardabar ,غذا ,ghaza,غذا ,Ghazaa,,,Ushqim,Hrana,Żywność,Намирници(Namirnici),,Еда,,"S, C: Potraviny",,,Храна,Xwarin/xurik,N: Mat                                     D: Mad,,,Elintarvikkeet,,Cibo,Yiyecekler,Alimentos,élelmiszer,Comida,Fagitó,Φαγητό,Mâncare ,,,Maistas,Pagkain,,,
,MEAL_MORNING,(das) Frühstück,فطور,الفطور,,Fatoor,,Breakfast,petit déjeuner,Zajtrk,ontbijt,ቁርሲ,Kursi,,,quraac,,ناشتا,naashta,সকালের নাশতা ,,,,,,,,Mëngjes,doručak,śniadanie,доручек (doruchek),,Завтрак,,snídaně,,,zakuska / закуска,taştê,S: Frukost N: Frokost                              D: Morgenmad,,,aamiainen,,(la) colazione,kahvaltı,desayuno,reggeli,pequeno almoço,proino,πρωινό,micul dejun,նախաճաշ,nakhachash,Pusryčiai,almusal/agahan,,,
G100,MEAL_NOON,(das) Mittagessen,غدا,الغداء,,Ghadaa',,Lunch,déjeuner,Kosilo,lunch,ምሳሕ,Misah,,,hadhimo / qado,,دوپہر کا کهانا,Dopahr ka khaana,দুপুরের খাবার ,,,,,,,,Drekë,ručak,obiad,ручек (ruchek),,Обед,,oběd,,,Obyad / обяд,firavîn,S: Lunch N: Lunsj                                  D: Frokost,,,päivällinen,,(il) pranzo,öğle yemeği,almuerzo / comida,ebéd,almoço,mesimeriano,μεσημεριανό,prânz,երկրորդ նախաճաշ / լանչ,yerkrord nakhachash / lanch’,Pietūs,tanghalian,,,
G101,MEAL_EVENING,(das) Abendessen,عشاء,العشاء,,Ashaa',,Dinner,dîner,Večerja,avondeten,ድራር,D´rar,,,casho,,رات کا کهانا,Raat ka khaana,রাতের খাবার ,,,,,,,,Darkë,večera,kolacja,вечера (vechera),,Ужин,,večeře,,,vecherya / вечеря,şîv,S: Middag N: Middag                              D: Aftensmad,,,illallinen,,(la) cena,akşam yemeği,cena,vacsora,jantar,"dipno, vradino","Δείπνο, βραδινό",cina,ճաշ,chash,Vakarienė,hapunan,,,
